"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "Y"
3.2909683021099 0.644549291985268 0.713098326732464 1.94869894337833 1.02062618216819 0.170077293807841 2.86821120818275 3.64711586357619 0.0665604242447827 -0.706168350822179 "NO"
3.10068680277675 -0.782134628789409 0.401693401726589 0.193084153516409 0.908418951215014 1.16599740758623 -0.0410277865854614 -2.85035229053296 -2.53589278025387 5.03642372849225 "YES"
-0.974291411304421 0.881651056718781 0.690684532365158 -0.560430263556903 -0.634730332956832 -0.664597437417516 6.63557931028224 -0.973682005109366 -1.26714241053715 4.45023654661981 "YES"
-3.41493750813701 -0.203968482214234 -0.0365485865477373 -2.26158880763107 -1.29611907602387 -2.12675413018871 -2.05909015257889 5.35437631594836 -0.112499070348712 2.25719604719855 "YES"
4.79808497448649 -0.276070539079064 -0.964808185993609 0.355197905459375 1.82617750174548 -0.640230971374758 -2.65054585158608 0.364301627445315 -0.325046447443709 3.66390824078596 "YES"
-0.942462597439373 0.561364118468213 0.04211051045466 1.35927720796254 -1.01807101487996 0.0288896491871042 2.47534630564897 3.6560194298078 0.617217887747417 -0.488413158455798 "YES"
0.256006051475037 1.54063760070921 1.04918197747436 0.22189064681448 1.01106574064264 -2.14271296637436 8.37098532722018 -0.0795906164637561 1.57848910057448 -0.943306468371553 "NO"
-2.1189995834233 0.536754229424541 0.20193186516355 -0.707356097798594 -1.09671902764583 -1.56302228132563 3.99661464379483 6.3326633788527 -0.243547971988595 1.11574771694251 "NO"
2.73412777313408 0.295108804513035 0.856678172451469 0.372062388218608 0.840305286476443 -0.504605646238103 1.94056154409321 0.0238882321102585 -0.73788961378117 2.63245130279551 "YES"
-0.664006580964559 -3.00698067404961 1.03491803577338 0.953408432898615 -0.531209169755144 -1.99577310577392 -18.671727538462 5.02586782167509 -0.55419978438105 -0.825897285747364 "NO"
